53dcaf4	ebc92	Mon Apr 10 11:35:47 2017	One script to rule them all.
b648d07	Gholie	Mon Apr 3 16:31:12 2017	Added better functionality for remote functions
89d1197	ebc92	Tue Mar 28 12:24:48 2017	Implemented NAT static mapping in function.
52a1f3b	ebc92	Wed Mar 22 11:40:21 2017	Implemented funtion to create Azure RM networking components.
72540b3	ebc92	Tue Mar 21 14:38:07 2017	Imported Jason Wassers IP subnet calculator.
5e382ee	ebc92	Tue Mar 21 14:21:49 2017	Storage account usage is dynamic based on param.
77b8f38	ebc92	Tue Mar 21 12:32:21 2017	Implemented validation for Azure Resource Manager context.
37a3776	ebc92	Fri Mar 17 13:13:11 2017	Script now specifies OS disk and storage acc.
38b8266	ebc92	Fri Mar 17 12:07:51 2017	Implemented prerequsite check for the VM's network components.
06d29ab	ebc92	Thu Mar 16 15:03:59 2017	Merge branch 'master' of https://github.com/ebc92/service-migration-azure
5d1de35	ebc92	Thu Mar 16 15:03:44 2017	Started VM provisioning prereq. check.
fb10f39	Gholie	Thu Mar 16 14:54:29 2017	Added support for NuGet Repository to install DSC Resources
b049855	Gholie	Thu Mar 16 14:53:49 2017	Merge branch 'master' of github.com:ebc92/service-migration-azure
3cbfa43	ebc92	Thu Mar 16 14:00:51 2017	Added AzureRM resource group check.
74ea2f3	ebc92	Thu Mar 16 13:58:06 2017	Checking for existing resource group.
c15446f	Gholie	Wed Mar 15 14:45:28 2017	Hid create folder output when not using -verbose trigger
83c8dfc	ebc92	Wed Mar 15 14:42:43 2017	Implemented Azure VM Deployment template.
4573a00	ebc92	Wed Mar 15 14:20:01 2017	Moved calls to process block.
853419e	ebc92	Wed Mar 15 13:41:17 2017	Created module for Azure VM provisioning.
5c4d283	Gholie	Wed Mar 15 12:02:14 2017	Small changes to logging
70528a7	Gholie	Wed Mar 15 11:47:24 2017	Added date writeout to log functions. More log work on exchange script
242d2f7	Gholie	Tue Mar 14 16:30:38 2017	Added log function, and changed install function so it waits for it to complete
0ec6ba9	Gholie	Tue Mar 14 15:33:13 2017	Install prerequisite function added
88e10a9	Gholie	Tue Mar 14 14:56:31 2017	Install prerequisite function added
b26d2ba	Gholie	Tue Mar 14 14:54:20 2017	Install prerequisite function added
353bf71	Gholie	Tue Mar 14 13:53:11 2017	Foreach loop with progress for bits transfer
c0ec2f8	Gholie	Tue Mar 14 11:20:18 2017	Added function for getting prerequisites
75deaad	ebc92	Thu Mar 9 11:42:28 2017	SQL post-deployment cfg moved to DSC configuration.
c1f4955	ebc92	Thu Mar 9 09:18:29 2017	Parsing  so Test-Wsman is called correctly.
664c12b	ebc92	Wed Mar 8 14:29:35 2017	Modified dbatools sql connection test to use WSMan protocol.
4b1e513	ebc92	Fri Mar 3 15:09:27 2017	SQL configuration now specifies a static port for incoming connections.
f82af5c	ebc92	Wed Mar 1 16:56:51 2017	DBATools install will not overwrite itself or print commands on completion.
62314f3	ebc92	Wed Mar 1 16:53:50 2017	Improved mssql script, installscript now overwrites existing.
823e9cf	ebc92	Tue Feb 28 11:12:04 2017	Merge branch 'master' of https://github.com/ebc92/service-migration-azure
8b2d9c3	ebc92	Tue Feb 28 11:05:02 2017	Bugfixing and troubleshooting..
4b49bbd	Gholie	Mon Feb 27 12:16:13 2017	Set prerequisites
aa3482e	ebc92	Mon Feb 27 10:33:13 2017	Scripted the sql instance migration process.
d037bc1	ebc92	Sat Feb 25 22:23:15 2017	Added module installation script.
3fd93c9	ebc92	Sat Feb 25 20:49:46 2017	Imported http://dbatools.io installation script.
4f139ac	ebc92	Sat Feb 25 20:44:11 2017	Moved execution from module to script.
3ae8473	ebc92	Fri Feb 24 20:49:45 2017	Removed hardcoding and added paramers.
079fd8c	ebc92	Fri Feb 24 20:20:13 2017	Added scriptblock to enable the SQL named pipes protocol.
05ef229	ebc92	Fri Feb 24 15:36:36 2017	Modified SQL install parameters.
fbfb3a2	Gholie	Fri Feb 24 04:18:17 2017	Planned script structure set
b494ea4	ebc92	Thu Feb 23 13:56:43 2017	Function now rewrites SQL config to prepare for unattended install.
21cc482	ebc92	Thu Feb 23 09:59:20 2017	Implemented DSC in module.
70439a3	ebc92	Wed Feb 22 20:07:06 2017	Added script that leverages DSC for SQL deployment.
9a489d3	ebc92	Wed Feb 22 17:38:14 2017	Scripted MSSQL deployment using config-file.
903bf30	ebc92	Wed Feb 22 11:19:13 2017	Refactored and removed Get-SQLInstance.
9f756a0	ebc92	Tue Feb 21 13:19:47 2017	Imported Boe Prox' Get-SQLInstance, implemented it in MSSQL Module.
f5a0491	ebc92	Mon Feb 20 08:52:22 2017	Merge branch 'master' of https://github.com/ebc92/service-migration-azure
923adfe	ebc92	Mon Feb 20 08:51:08 2017	Declared dir for MSSQL and created the module.
9c868a4	Gholie	Fri Feb 17 13:14:36 2017	Fixed function name that did not convene to Verb-Noun
0f2b3a5	ebc92	Fri Feb 17 10:22:34 2017	Added a DNS cache flush on target DC to troubleshoot DNS resolution.
43fb3d6	ebc92	Fri Feb 17 08:50:34 2017	Merge branch 'master' of https://github.com/ebc92/service-migration-azure
9476b2e	ebc92	Fri Feb 17 08:49:24 2017	Refactored and improved the feedback from the RebootCheck.
1e48fe8	Gholie	Fri Feb 17 08:48:41 2017	Removed some unnecessary code
49a713d	Gholie	Thu Feb 16 15:07:44 2017	Merge branch 'master' of github.com:ebc92/service-migration-azure
4d72e77	Gholie	Thu Feb 16 15:07:20 2017	Added robocopy script by Trevor Sullivan. Going to see how to implement into own solution
ae95a67	ebc92	Thu Feb 16 15:06:15 2017	Added functions to copy/import DNS update GPO.
ca4adf3	Gholie	Thu Feb 16 14:14:59 2017	Function Move-File: Changed ordering of function to better functionality, added an extra restart to get shares working. TODO: Add log functionality
86d83cd	Gholie	Thu Feb 16 13:46:36 2017	Function Move-File is now working. TODO: Add log functionality
54ea442	Gholie	Thu Feb 16 12:24:50 2017	Added function Get-RegValue to get registry values from a source, and update the keys on a target
c44852d	ebc92	Thu Feb 16 11:23:14 2017	Fixed repadmin hostname parsing.
f8320f5	ebc92	Thu Feb 16 10:47:14 2017	Merge branch 'master' of https://github.com/ebc92/service-migration-azure
dc73c13	ebc92	Thu Feb 16 10:46:54 2017	Improved Start-RebootCheck by testing for PS connectivity, bugfixes.
93b5263	Gholie	Wed Feb 15 19:31:51 2017	Non tested -Test server went wonky
23b21cd	Gholie	Wed Feb 15 18:40:50 2017	Added function to check if files are copied
2b0092e	Gholie	Wed Feb 15 17:39:16 2017	Script ran succesfully, still some additions needed
8133c86	ebc92	Wed Feb 15 16:44:00 2017	Debugged the Get-CredentialObject function.
871b89e	Gholie	Wed Feb 15 15:16:30 2017	Small edit on line 61
fd40e87	Gholie	Wed Feb 15 15:11:57 2017	Script works as it should, but not supernice yet
62e5272	Nikolai Thingnes Leira	Wed Feb 15 13:10:42 2017	Ready for server deploy
af15c2e	ebc92	Wed Feb 15 11:16:52 2017	Imported script logging and layout libraries.
dec4fe6	Gholie	Tue Feb 14 14:28:45 2017	Quick commit on before heading home
47fe9bd	ebc92	Tue Feb 14 14:16:06 2017	Added script to update workstation DNS after migration.
6adb314	ebc92	Tue Feb 14 13:33:51 2017	Refactored and added some parameter type constraints.
5b47da2	ebc92	Tue Feb 14 12:29:38 2017	Merge branch 'master' of https://github.com/ebc92/service-migration-azure
5d55466	ebc92	Tue Feb 14 12:29:34 2017	Fixed parameters and changed order of execution.
629fb85	ebc92	Tue Feb 14 12:25:17 2017	Fixed parameters and changed order of execution.
6028bed	Gholie	Tue Feb 14 12:07:22 2017	proper workflows
b69ec5f	Gholie	Tue Feb 14 11:19:59 2017	Small changes to improve invoke commands
b211054	Gholie	Tue Feb 14 10:47:45 2017	Testing out on server
ebefce1	Gholie	Tue Feb 14 10:19:09 2017	Added install feature to main script
97a4ecb	ebc92	Tue Feb 14 09:54:40 2017	Forcing use of WSMan protocol on the Restart-Computer cmdlet.
ad46b43	ebc92	Tue Feb 14 09:23:19 2017	Moved reusable functions to the support folder.
8569916	ebc92	Mon Feb 13 16:33:34 2017	Configure-PSRemoting now makes the WinRM-service start on boot.
4d6a804	ebc92	Mon Feb 13 14:57:12 2017	Updated/fixed deprecated parameters.
608d19c	ebc92	Mon Feb 13 13:40:22 2017	Improved UX in Get-CredentialObj, also added missing credential.
6504c09	ebc92	Mon Feb 13 13:11:57 2017	Fixed an instance of a remote invoke without credentials.
93e7994	ebc92	Mon Feb 13 12:17:25 2017	Implemented dynamic function imports in scriptblocks.
5836895	ebc92	Mon Feb 13 09:09:41 2017	Implemented Operation Master migration in process script.
fa4e829	ebc92	Fri Feb 10 16:30:13 2017	Merge branch 'master' of https://github.com/ebc92/service-migration-azure
bb93e94	ebc92	Fri Feb 10 16:30:02 2017	Implemented a function to check if host is booted.
0c1d158	Gholie	Fri Feb 10 15:46:22 2017	Removed a folder
9b78ccd	Gholie	Fri Feb 10 15:40:41 2017	Merge branch 'master' of https://github.com/ebc92/service-migration-azure
5f8e986	Gholie	Fri Feb 10 15:39:06 2017	Typo fix
99cd985	ebc92	Fri Feb 10 14:58:05 2017	Merge branch 'master' of https://github.com/ebc92/service-migration-azure
c21c636	ebc92	Fri Feb 10 14:57:33 2017	Retrieving domain DN with WmiObject instead of Get-ADDomain.
b4a82d4	Gholie	Fri Feb 10 14:47:36 2017	Started work on file server deploy
80fc47b	Gholie	Fri Feb 10 13:31:45 2017	Added some comments
f449646	Gholie	Fri Feb 10 13:26:05 2017	Merge https://github.com/ebc92/service-migration-azure
b7fda92	Gholie	Fri Feb 10 13:25:43 2017	Move files working
59672d5	ebc92	Fri Feb 10 11:44:34 2017	Fixed destination server ADObject DNS name.
af5d4e7	Gholie	Fri Feb 10 11:26:15 2017	Smoothing out the error action on test-path
6d40fde	Gholie	Fri Feb 10 09:51:06 2017	Merge https://github.com/ebc92/service-migration-azure
2e45f5f	Gholie	Fri Feb 10 09:47:20 2017	Better use of functions to verify paths
42a483b	ebc92	Thu Feb 9 16:40:42 2017	Implemented function to migrate FSMO roles.
b12c441	ebc92	Thu Feb 9 15:40:55 2017	Merge branch 'master' of https://github.com/ebc92/service-migration-azure
2ca963c	ebc92	Thu Feb 9 15:40:02 2017	Implemented dynamic retrieval of some parameters.
1924872	Gholie	Thu Feb 9 12:46:39 2017	recommit of initial work on file-share
565d9a0	Emil Claussen	Wed Feb 8 17:00:34 2017	Updated README.
2cab5bd	ebc92	Wed Feb 8 16:49:05 2017	Refactored init-process to Start-ADDCDeploymentProcess to comply with standards.
c6162fb	ebc92	Wed Feb 8 16:13:56 2017	Changed DC deployment cmdlet options.
a259ab4	ebc92	Wed Feb 8 14:29:33 2017	Added forceful DC replication after install.
94c5dd3	ebc92	Wed Feb 8 14:01:37 2017	Refactored DC deployment to use Install-ADDSDomainController instead.
0ff381d	ebc92	Wed Feb 8 12:46:26 2017	Fixed inline script scope and removed some files.
11c1aff	ebc92	Wed Feb 8 11:58:18 2017	Fixed workflow inline script to correctly call remote host.
0192249	ebc92	Wed Feb 8 11:30:55 2017	Workflow will now initiate deployment in an inline script.
a6cee0d	ebc92	Wed Feb 8 11:04:00 2017	Added firewall exception to for WMI support function.
3fa1d7b	ebc92	Tue Feb 7 16:38:10 2017	Imported functions to module, fixed nested functions.
cf5c688	ebc92	Tue Feb 7 12:56:01 2017	Implemented host restart after domain join using workflow.
5c7165b	Gholie	Mon Feb 6 14:43:23 2017	Revert "First POC of moving files"
f7c4af0	Gholie	Mon Feb 6 14:40:58 2017	First POC of moving files
1886c55	ebc92	Mon Feb 6 14:38:21 2017	Configure-PSRemoting now includes pre-existing values.
306f365	ebc92	Mon Feb 6 14:33:08 2017	Added domain join and host restart.
dd751fe	ebc92	Mon Feb 6 14:29:49 2017	Put function cmdlet in try/catch-block.
f344d14	ebc92	Mon Feb 6 13:43:20 2017	Added a function to configure and verify a new DNS address.
71f3441	Gholie	Mon Feb 6 10:11:47 2017	Folderstructure for File-Share module
d5d60fa	Emil Claussen	Wed Feb 1 15:31:00 2017	Added the script to deploy the DC.
72dc32e	Emil Claussen	Wed Feb 1 15:23:01 2017	Initial commit
